Complexity,Loss,Equation
1,9.680386,"-5.560958"
4,5.8313165,"cos(theta) * -7.1690955"
6,4.7496877,"-7.1690955 + square(omega * theta)"
7,3.685125,"(cos(theta) * -7.1662803) - cos(omega)"
9,1.8987809e-13,"(cos(theta) - (square(omega) * 0.0509684)) * -9.81"
11,1.78026e-13,"((cos(theta) - (square(omega) * 0.0509684)) + 3.1104946e-8) * -9.809999"
13,1.677788e-13,"((0.0046925135 - (cos(theta) - (square(omega) * 0.0509684))) * 9.809999) - 0.046033837"
